Country Name,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Dominica,6516.29,6652.96,6551.19,7070.26,7451.81,7713.17,8300.63,9054.99,9884.01,9840.24,10017.76,10199.12,9946.83,10145.92,10909.38,11141.20,11949.53,11304.04,11804.35,12892.02,10853.23
Dominican Republic,6760.13,6973.54,7295.06,7226.72,7506.73,8356.01,9274.90,10098.70,10491.62,10539.40,11410.35,11869.12,11900.49,12482.16,13475.01,14740.83,16109.86,16735.36,18137.05,19191.58,17935.66
Ecuador,5838.90,6094.35,6332.19,6513.30,7117.17,7598.95,8037.89,8294.64,8845.55,8818.68,9090.31,9857.52,10311.40,11153.69,11713.18,11060.29,11034.27,11617.91,11839.34,11851.47,10895.77
"Egypt, Arab Rep.",5794.13,6015.10,6139.68,6334.57,6648.43,7033.92,7606.76,8219.48,8820.72,9131.50,9522.51,9686.05,11092.74,11221.38,10895.94,11512.40,11192.37,11014.49,11639.24,12260.72,12607.00
El Salvador,4466.90,4574.67,4692.31,4828.40,4977.81,5247.31,5615.69,5848.37,6063.15,5956.68,6126.97,6465.81,6541.22,6877.15,7233.20,7597.69,8038.63,8454.05,8822.55,9147.26,8420.49
Equatorial Guinea,8617.74,13808.02,16076.18,17891.32,24283.70,27963.36,29646.29,33506.45,38407.92,37447.92,32965.86,34279.98,37570.64,34766.04,33696.22,24042.35,20458.78,22550.96,20875.48,19285.04,17940.52
Eritrea,1528.58,1640.00,1642.46,1553.46,1547.72,1575.14,1556.66,1578.90,1420.74,1459.83,1485.20,1625.51,..,..,..,..,..,..,..,..,..
Estonia,9421.29,10314.26,11663.27,13132.58,14536.35,16634.89,19345.31,22195.20,22802.34,20477.85,21619.45,24557.24,25996.05,27464.52,28945.47,29175.93,31312.75,33821.93,36249.36,37851.30,37645.22
Eswatini,4721.97,4837.11,5101.43,5378.04,5703.51,6208.03,6743.03,7185.81,7334.44,7452.69,7771.33,8057.56,8266.49,8708.44,8798.29,8813.01,8705.84,8408.04,8725.16,9018.85,8865.74
Ethiopia,482.88,519.27,520.34,503.97,571.40,640.66,711.59,792.35,870.72,928.63,1028.32,1134.78,1213.60,1283.57,1513.70,1657.34,1878.81,2021.56,2154.02,2315.35,2422.81
Faroe Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,5836.70,6062.25,6344.81,6520.70,7035.75,7272.42,7573.56,7634.17,7777.74,7653.44,7914.10,8263.05,8839.52,9536.33,11346.95,12412.35,12631.91,13429.30,14178.56,14263.00,12078.84
Finland,26784.71,27795.67,28605.12,29051.49,31201.73,32051.79,34455.11,37838.34,40083.70,37972.27,38956.47,40916.84,40873.10,41493.14,41757.40,42497.70,44934.45,47570.13,49580.61,50321.54,50517.03
France,26090.63,27490.05,28523.89,28172.70,29060.45,30498.58,32468.54,34121.34,35095.27,34678.06,35902.90,37440.63,37679.12,39523.86,40144.03,40850.00,42924.61,44577.06,46576.60,49072.36,46991.18
French Polynesia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gabon,13852.35,14117.70,13968.82,14199.31,14315.11,14755.37,14366.19,15187.92,14517.85,14177.17,14837.02,15638.75,15356.24,15114.38,15370.97,14699.54,14286.19,15006.84,15097.69,15577.92,15106.37
"Gambia, The",1913.78,2004.74,1908.26,2011.81,2142.76,2091.55,2078.64,2134.52,2244.50,2341.68,2434.89,2215.76,2199.78,2121.49,2027.04,2066.86,2068.75,2072.65,2209.89,2319.00,2275.06
Georgia,3104.52,3377.05,3650.86,4157.88,4545.29,5169.06,5860.36,6810.19,7132.21,6986.00,7564.06,8360.30,9826.05,10611.77,11575.55,12089.17,12858.48,13589.71,14595.63,15623.15,14732.40
Germany,27199.04,28368.54,29178.64,29908.14,31333.84,31794.10,34160.34,36287.48,37802.39,36815.84,38952.69,42541.53,43359.61,44993.89,47011.55,47609.78,50579.68,53071.46,55235.37,55652.89,54844.55
Ghana,1771.54,1837.25,1903.15,1989.77,2104.81,2241.29,2394.93,2500.80,2711.88,2792.97,2973.83,3379.48,3781.87,5294.82,5568.24,5206.03,4992.73,5115.91,5442.87,5774.33,5744.43
Gibraltar,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,19516.20,20954.78,22615.94,23896.61,25460.45,25577.52,28549.15,29320.26,30856.01,30359.15,27913.09,25671.52,24911.12,25986.65,26625.06,26760.36,27511.80,28604.86,29617.55,30356.27,27948.65
Greenland,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Grenada,7641.25,7620.80,7976.99,8862.71,9012.66,10495.83,10353.72,11256.61,11554.20,10838.43,10863.48,11116.75,11163.82,11887.36,13042.06,14151.90,15025.68,16217.50,17231.51,17580.90,15283.25
Guam,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guatemala,4763.66,4863.45,5013.51,5124.39,5313.31,5541.98,5894.58,6310.61,6518.39,6476.43,6618.19,6910.88,7204.73,7446.59,7758.49,8194.44,8221.75,8322.22,8665.35,9019.26,8853.67
Guinea,1224.34,1269.80,1329.80,1345.24,1386.44,1442.76,1472.13,1578.98,1638.25,1595.24,1653.72,1743.95,1795.45,1811.33,1804.54,1819.36,2078.64,2417.80,2559.72,2675.59,2817.32
Guinea-Bissau,1072.51,1096.48,1078.80,1080.25,1113.76,1169.45,1203.45,1245.40,1278.25,1298.20,1338.98,1439.28,1355.31,1364.38,1378.24,1597.20,1746.75,1925.24,1947.60,2021.30,1948.80
Guyana,6014.28,6299.06,6474.79,6550.23,6826.29,6897.72,7469.20,8219.84,8510.45,8896.99,9319.39,9987.42,10479.78,11023.23,10951.79,11198.30,11296.77,12005.41,12777.16,13635.43,19704.58
Haiti,2188.42,2191.21,2211.94,2293.21,2286.16,2390.63,2466.44,2609.85,2688.52,2824.24,2654.69,2805.73,2762.44,2952.30,2965.48,2898.62,3084.03,3153.30,3241.30,3203.30,3095.19
Honduras,2591.33,2648.81,2720.27,2824.61,3006.70,3210.35,3443.77,3671.33,3816.84,3674.23,3778.46,3928.27,4032.58,4142.24,4452.59,4823.40,5147.25,5561.99,5816.75,5978.76,5420.23
"Hong Kong SAR, China",28253.19,28821.66,29631.07,31165.22,34518.38,38056.70,41697.08,45195.04,46773.90,45872.59,49185.23,52277.47,52234.59,53691.84,54781.65,56408.94,57221.41,59849.25,62529.06,62106.10,59234.11
Hungary,11853.18,13207.92,14526.39,15481.32,16272.01,17112.20,18389.41,19099.85,20727.89,20729.78,21751.83,23038.81,23275.23,24556.72,25699.75,26806.60,27947.64,29501.12,31913.07,33514.94,33075.92
Iceland,29779.09,31876.03,32607.11,32699.24,35616.20,37322.74,39700.33,41463.43,43728.11,41864.19,39775.30,40936.87,42004.45,44409.67,45996.97,49201.06,53480.40,55638.49,57211.30,58290.10,53616.68
India,2095.65,2206.45,2287.63,2472.10,2695.89,2953.11,3237.29,3525.31,3650.94,3912.42,4236.74,4493.67,4861.16,5057.23,5233.88,5464.86,5839.86,6182.92,6675.36,6997.86,6503.95
Indonesia,4743.94,4956.36,5190.37,5465.26,5816.18,6254.61,6708.58,7229.54,7710.67,8021.75,8505.75,9095.74,9713.90,10067.47,10278.18,10247.21,10494.47,10935.63,11644.76,12311.50,12072.74
"Iran, Islamic Rep.",10300.53,10484.41,11284.43,12341.61,13070.56,13745.92,14702.96,16150.33,16326.32,16433.26,17388.90,18008.80,15950.10,15273.84,15235.70,13588.47,14011.55,14535.87,13795.32,12913.16,13338.01
Iraq,11058.47,11162.53,10107.29,6339.84,9731.94,9972.28,10646.22,10953.53,11883.37,12127.63,12717.02,13515.55,15163.35,15535.35,13888.08,9763.90,9428.61,10526.37,10809.47,11398.04,9506.73
Ireland,30205.66,32567.28,35222.03,36283.12,38733.35,40466.23,44232.37,46773.49,44169.09,41471.08,43203.12,45080.19,46361.46,47830.63,51098.27,69028.77,71498.60,77749.20,84555.63,87379.69,93350.09
Isle of Man,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Israel,24951.22,24944.63,25230.01,23845.31,25238.88,24853.78,25700.94,27513.14,27510.04,27461.86,28840.05,30636.35,31846.36,34324.38,34366.18,35469.95,37843.19,39121.30,39906.12,40004.03,39489.28
Italy,27072.42,28033.74,28736.58,29196.93,29554.69,30130.64,32453.58,34141.20,35523.27,34602.90,35158.44,36598.01,36486.30,36314.70,36194.87,36899.39,39926.95,41581.12,43036.24,44334.20,41902.08
Jamaica,6355.85,6533.37,6723.68,7056.15,7300.06,7553.20,7965.48,8255.17,8306.50,7966.13,7900.20,8159.88,8187.19,8442.98,8545.10,8792.06,9194.16,9600.10,9968.59,10190.47,9241.58
Japan,27287.27,27942.35,28623.59,29392.25,30830.66,32169.87,33634.63,35015.99,35273.79,33547.28,35335.37,36214.44,37605.97,39402.03,39555.41,40898.81,40623.02,41505.08,42202.40,42616.57,42390.38
Jordan,5937.21,6271.09,6611.77,6864.41,7452.62,8043.57,8619.91,9171.45,9565.49,9628.06,9460.29,9402.62,9189.19,9322.30,9181.05,9464.68,9445.92,10003.57,10253.82,10497.30,10355.01
Kazakhstan,7733.79,8985.66,10021.90,11119.89,12428.84,13934.72,15725.35,17384.92,17968.24,17962.83,19225.08,20779.44,22032.17,24504.77,24726.47,23224.12,23818.82,24862.97,26157.66,27466.22,26754.38
Kenya,1829.91,1888.50,1877.25,1915.57,2012.05,2137.90,2281.37,2434.79,2420.01,2450.75,2607.14,2723.55,2830.69,3097.63,3357.64,3683.04,3930.89,4203.59,4443.18,4641.08,4577.91
Kiribati,1582.92,1567.14,1624.51,1658.77,1644.98,1745.09,1758.50,1800.69,1756.75,1746.03,1716.01,1749.12,1838.19,1921.68,1916.92,2106.87,2206.49,2235.71,2341.19,2439.36,2383.43
"Korea, Dem. People's Rep.",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Rep.",18538.84,19724.43,21396.84,22095.87,23773.83,25186.87,26884.27,29064.92,29946.08,29508.38,31736.63,32546.75,33557.13,34244.31,35324.50,37902.40,39575.45,40957.42,43044.29,42998.39,45225.84
Kosovo,..,..,..,..,..,..,..,..,6539.18,6865.42,7230.21,7780.59,8039.21,8383.40,8649.45,9357.14,10007.69,10436.17,11013.40,11797.12,11293.78
Kuwait,56179.30,55943.36,57617.54,68071.05,75700.70,83689.27,88660.52,91473.21,90096.44,79424.38,73965.97,78178.22,82680.41,78058.38,70082.46,47230.66,44685.50,50855.55,51690.57,51962.05,47306.99
Kyrgyz Republic,1863.74,1987.03,1999.67,2157.27,2342.49,2384.18,2505.47,2766.05,3027.86,3101.34,3085.65,3297.37,3618.15,4042.89,4281.82,4214.83,4681.17,5046.69,5256.40,5480.74,4973.56
Lao PDR,1831.97,1948.39,2064.43,2196.99,2363.32,2569.54,2829.04,3073.74,3321.91,3538.65,3822.63,4150.83,4841.65,5289.48,5873.75,6168.48,6843.56,7257.81,7775.13,8220.18,8239.17
Latvia,8039.51,9044.55,10081.19,11060.94,12278.58,13913.79,15859.32,18236.61,19573.16,17023.75,17706.89,19248.42,21290.46,22639.07,23815.80,24972.79,26721.73,28673.56,30877.04,31883.26,31482.68
Lebanon,8952.12,9146.93,9170.33,9189.07,9668.00,9955.02,10281.73,11522.56,12819.01,14095.57,14961.73,14669.42,14819.59,14976.78,15029.28,15105.96,15535.50,16043.06,16054.36,15179.58,12118.57
Lesotho,1256.22,1327.58,1362.29,1459.11,1533.17,1643.79,1770.65,1897.23,2040.73,2027.40,2153.15,2290.13,2308.93,2563.07,2804.18,3077.40,2990.28,2668.29,2677.44,2693.20,2444.08
Liberia,993.40,1007.53,1037.12,725.39,750.14,793.49,853.79,923.52,967.95,987.01,1022.06,1093.54,1204.52,1387.42,1417.83,1312.46,1429.79,1564.20,1581.04,1531.92,1468.36
Libya,18043.57,17830.23,17653.68,19998.59,21116.58,23987.55,25925.37,27896.30,28792.91,28430.08,29895.20,11482.10,24285.30,19869.14,14303.01,12220.02,11108.72,13238.00,15378.57,15815.88,10846.29
Liechtenstein,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,8445.90,9436.05,10480.72,12067.67,13030.36,14510.53,16483.85,19094.64,20721.01,18116.73,20096.74,22884.82,24703.69,26721.58,28184.47,28834.43,30925.17,33761.87,36376.19,38540.78,38880.55
Luxembourg,55117.26,56125.23,58575.68,60196.54,64692.60,68787.85,78878.46,85109.88,90970.72,86875.85,90361.78,94475.03,96636.43,100925.01,105296.28,107859.69,113365.18,114985.84,116965.59,117341.92,117846.14
"Macao SAR, China",34957.45,35903.61,38757.91,42986.68,54543.40,59366.40,67816.20,78028.47,80531.40,80435.59,99581.14,120804.82,134012.01,153563.91,152856.34,116298.73,114893.02,126144.10,135551.81,132654.90,60895.52
Madagascar,1295.85,1360.82,1174.41,1274.20,1336.77,1401.93,1478.50,1559.23,1648.50,1550.58,1534.89,1548.33,1530.93,1535.49,1555.82,1546.84,1606.67,1584.42,1630.19,1687.07,1544.16
Malawi,965.87,914.71,922.26,969.27,1023.59,1061.99,1114.85,1220.08,1301.18,1380.06,1449.88,1508.19,1467.14,1572.83,1530.93,1445.74,1454.36,1472.15,1532.67,1602.15,1591.61
Malaysia,12913.17,12976.68,13606.05,14369.83,15450.05,16454.22,17549.60,18784.48,19695.08,19193.19,20508.76,21704.74,22985.80,23477.99,24607.67,24801.89,25546.13,26661.51,28239.50,29623.41,27923.69
Maldives,8460.55,8104.63,8594.78,9678.61,10248.25,8940.54,11336.57,12251.66,13345.17,12123.86,12712.34,13543.00,13690.74,14774.19,15993.06,16768.73,17411.35,18057.91,19245.08,20335.59,13443.48
Mali,1134.54,1299.11,1320.21,1422.56,1437.30,1528.69,1594.97,1639.39,1693.72,1731.27,1787.16,1826.65,1763.84,1812.97,1915.30,2032.66,2189.01,2246.80,2338.53,2419.89,2347.99
Malta,18355.50,18510.60,19599.94,20929.40,21545.43,22306.62,23320.96,25059.14,26523.53,26649.60,28722.70,28973.27,30243.84,32295.85,34344.02,37455.20,39887.10,42644.08,44268.53,45888.69,42461.25
Marshall Islands,2418.29,2606.29,2696.38,2646.64,2692.77,2801.83,2850.28,3006.25,2869.20,2978.42,3208.01,3245.58,3221.19,3396.19,3411.16,3483.33,3548.87,3711.90,3912.70,4219.79,4147.94
Mauritania,3041.07,3000.57,3005.95,3183.32,3328.11,3621.09,4290.20,4196.50,4142.72,4058.74,4092.08,4225.57,4262.06,4481.25,4295.05,4200.15,4700.11,5108.55,5318.09,5570.00,5390.09
Mauritius,9027.43,9459.23,9696.48,10386.35,11058.24,11536.88,12406.33,13407.98,14353.11,14902.35,15698.52,16653.24,16963.51,17866.31,18488.05,19229.84,20701.22,21415.12,22741.35,23836.92,20530.51
Mexico,11089.49,11136.02,11187.48,11488.30,12090.99,12657.64,13812.90,14297.22,14924.82,14547.64,15255.02,16520.26,17162.93,17373.90,18056.79,18301.50,19323.67,19721.26,20096.16,19863.03,18444.07
"Micronesia, Fed. Sts.",2489.33,2604.78,2664.01,2759.36,2753.53,2910.62,3017.91,3069.23,3079.90,3154.91,3265.53,3422.36,3388.22,3276.42,3213.91,3349.52,3373.96,3490.13,3544.00,3612.10,3553.32
Moldova,3083.74,3351.09,3678.13,4004.96,4428.07,4920.41,5327.43,5647.73,6218.50,5897.39,6396.09,6913.60,7363.16,8381.67,8827.05,9254.85,10610.48,11651.32,12659.98,13577.41,13000.40
Monaco,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mongolia,3729.25,3887.62,4095.96,4418.14,4963.62,5424.23,5989.66,6689.46,7319.10,7167.25,7581.55,8912.87,10227.53,10549.89,11056.30,10648.27,10737.49,11366.30,12317.44,13014.11,12366.95
Montenegro,6001.79,6770.29,7100.32,7340.86,7842.30,8313.65,10458.73,12459.32,13816.57,13022.15,13636.02,14472.48,13863.89,14870.15,15371.14,16332.85,18199.38,19682.27,21513.30,23072.67,19989.57
Morocco,3579.35,3878.29,4014.24,4281.40,4553.56,4793.27,5250.52,5516.87,5886.67,6107.38,6332.13,6712.32,6702.42,6916.01,6609.61,7024.96,7113.00,7312.06,7625.74,7865.91,7369.49
Mozambique,478.31,532.55,574.15,606.71,652.80,697.43,766.28,824.48,877.60,914.78,958.94,1023.07,1035.52,1084.98,1139.05,1291.27,1363.67,1283.66,1320.70,1335.99,1297.40
Myanmar,825.90,939.09,1054.93,1202.79,1392.32,1617.63,1874.90,2151.95,2421.71,2677.00,2960.24,3224.50,3547.13,3782.57,4009.96,4105.44,4031.18,4224.55,4575.13,4940.15,5123.83
Namibia,5202.66,5293.61,5550.08,5806.30,6593.76,6861.15,7442.06,7911.40,8129.63,8067.18,8499.52,8958.93,9341.11,9735.53,10467.23,10633.29,10427.12,10171.42,10329.66,10227.58,9298.09
Nauru,..,..,..,..,4388.57,4413.98,4984.52,3940.88,4893.42,5343.82,5968.35,6662.39,7511.79,9913.08,12677.73,13163.76,13645.41,12975.39,13963.77,14099.49,14340.17
Nepal,1354.50,1426.45,1428.55,1491.06,1581.56,1666.25,1752.50,1838.69,1967.70,2055.85,2169.52,2288.25,2505.39,2702.22,2947.32,2996.22,2989.68,3565.20,3864.32,4119.92,4008.51
Netherlands,31870.83,33180.18,34447.21,34149.62,35809.79,37625.56,41013.79,43939.15,46420.20,44556.92,45043.90,46599.02,47272.10,49241.52,49233.22,50288.59,52288.42,55088.63,57826.63,59004.32,59266.91
New Caledonia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
New Zealand,21513.70,22508.94,23306.28,23973.63,25091.16,25677.42,27755.53,29369.81,29827.14,30681.24,31222.45,32701.38,32988.61,36242.62,37293.36,37479.68,39955.80,42285.32,42575.44,45437.89,44491.32
Nicaragua,2783.23,2885.20,2911.09,2998.09,3198.35,3392.56,3590.83,3821.59,3974.73,3820.50,3981.08,4263.16,4427.95,4610.30,4941.70,5293.87,5694.05,6004.01,5867.24,5682.22,5569.72
Niger,777.08,821.41,843.94,846.47,840.66,896.35,942.32,961.25,1016.56,1005.37,1062.69,1068.24,1158.67,1127.35,1142.52,1145.31,1153.34,1163.23,1229.22,1276.15,1288.26
Nigeria,2306.11,2434.25,2780.79,2964.36,3241.72,3467.11,3690.84,3934.84,4170.73,4420.97,4703.20,4922.70,4982.95,5225.17,5507.17,5426.33,5234.68,5190.36,5278.85,5352.68,5186.41
North Macedonia,6151.80,6049.92,6395.23,6595.45,7172.00,7848.88,8690.24,9350.91,10521.90,11009.99,11361.01,11689.91,11915.69,12727.34,13434.84,13888.30,15138.00,15706.44,16796.27,17546.48,16925.52
Northern Mariana Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Norway,36936.49,37764.31,37980.35,38593.71,42549.94,47797.53,54160.48,55930.53,61716.60,55364.22,57919.65,62076.74,65354.78,66961.25,65892.69,60368.92,58939.91,64050.76,69808.33,66799.16,62644.85
Oman,40958.89,43219.42,42677.70,41400.53,42019.20,43244.72,45682.49,47589.40,50703.58,51852.51,50456.86,49583.74,50848.48,48174.85,44374.88,35803.66,33187.95,33308.48,33377.28,32607.02,31120.30
Pakistan,2625.26,2709.03,2753.54,2898.03,3127.69,3357.36,3579.96,3766.86,3818.07,3868.74,3890.29,3993.56,4018.73,4103.63,4238.63,4373.01,4410.01,4571.21,4853.27,4896.39,4812.89
Palau,9956.87,10670.82,11083.55,10827.26,11629.92,12515.58,12999.06,13892.40,13665.44,13156.09,13587.76,14970.50,15612.21,15375.98,16625.27,18008.09,18127.48,17770.56,18074.20,17957.77,16321.99
Panama,8367.73,8435.29,8594.07,8951.65,9701.82,10527.46,11570.97,13066.86,14373.65,14405.11,15153.54,16923.95,18679.51,20809.86,22897.40,25319.22,27828.56,30446.85,31784.31,32769.87,26782.48
Papua New Guinea,2081.45,2079.36,2066.01,2106.82,2176.65,2335.16,2477.99,2678.30,2656.86,2791.72,3039.78,3069.76,3206.20,3318.80,3761.52,3966.77,4144.60,4285.63,4290.70,4474.69,4286.63
Paraguay,6654.17,6612.68,6590.17,6877.00,7223.56,7485.30,7960.73,8495.34,9097.52,9020.31,10001.53,10503.60,10018.72,11062.56,11454.43,11486.52,12041.72,12590.55,13135.70,13149.04,13069.18
Peru,5043.27,5120.07,5423.64,5697.43,6084.89,6610.89,7262.26,8026.61,8857.86,8951.01,9730.42,10476.80,10767.68,11295.96,11510.28,11572.32,12013.38,12506.53,13088.30,13397.27,11878.52
Philippines,3439.54,3545.73,3657.97,3835.92,4115.77,4370.37,4657.71,5008.20,5239.73,5268.49,5626.28,5865.34,6296.83,6614.68,6960.90,7186.77,7703.76,8120.87,8720.61,9291.73,8389.85
Poland,10672.12,11119.72,11804.27,12288.46,13353.68,13896.79,15152.34,16802.83,18303.35,19239.93,21072.53,22827.70,23745.70,24567.51,25475.50,26862.05,28322.11,30064.50,31953.04,33797.77,34286.99
Portugal,18876.66,19524.89,20356.65,20851.09,21477.83,22725.28,24682.72,25733.13,26665.84,26458.91,27261.95,26769.51,26438.02,27936.04,28742.44,29660.90,31607.75,33044.72,34928.54,36172.07,34177.09
Puerto Rico,22961.29,24893.02,25485.63,25956.53,28981.40,29332.65,29920.83,30545.67,30745.42,30541.06,30925.40,31824.15,32582.62,33172.67,33682.85,34016.02,34346.87,34363.75,35122.89,36276.84,34336.55
